Reviews,Tokens,Class
"['buen', 'lugar', 'pasar', 'rato', 'agradadable', 'familia', 'amigos', 'hace', 'meses', 'atendio', 'guia', 'jorge', 'palacios', 'dia', 'ayer', 'volvi', 'ir', 'oportunidad', 'nuevamente', 'guia', 'verdad', 'hizo', 'recorrido', 'divertido', 'siempre', 'respondio', 'cada', 'dudas', 'siempre', 'amable', 'mejor', 'gran', 'conocimiento', 'cada', 'especies', 'duda', 'mejor', 'guia', 'espero', 'proxima', 'visita', 'vuelva', 'hacer', 'guia', 'duda', 'hace', 'recorrido', 'divertido', 'deja', 'gran', 'conocimiento', 'jorge', 'gracias', 'atencion']","['buen', 'lug', 'pas', 'rat', 'agradad', 'famili', 'amig', 'hac', 'mes', 'atendi', 'gui', 'jorg', 'palaci', 'dia', 'ayer', 'volvi', 'ir', 'oportun', 'nuev', 'gui', 'verd', 'hiz', 'recorr', 'divert', 'siempr', 'respondi', 'cad', 'dud', 'siempr', 'amabl', 'mejor', 'gran', 'conoc', 'cad', 'especi', 'dud', 'mejor', 'gui', 'esper', 'proxim', 'visit', 'vuelv', 'hac', 'gui', 'dud', 'hac', 'recorr', 'divert', 'dej', 'gran', 'conoc', 'jorg', 'graci', 'atencion']",5
"['buen', 'espectaculo', 'cuba', 'goza', 'calidad', 'artistica', 'indudable', 'final', 'piensa', 'espectaculo', 'terminado', 'sale', 'chica', 'super', 'joven', 'cantando', 'puesta', 'escena', 'encanto', 'derroche', 'talento', 'total', 'sorpresa', 'grata', 'total', 'buen', 'exito', 'chica', 'recuerdo', 'nombre']","['buen', 'espectacul', 'cub', 'goz', 'calid', 'artist', 'indud', 'final', 'piens', 'espectacul', 'termin', 'sal', 'chic', 'sup', 'jov', 'cant', 'puest', 'escen', 'encant', 'derroch', 'talent', 'total', 'sorpres', 'grat', 'total', 'buen', 'exit', 'chic', 'recuerd', 'nombr']",5
"['cosas', 'negativas', 'musica', 'bailable', 'extremadamente', 'alta', 'restaurante', 'k', 'gritar', 'comunicarse', 'alguien', 'ninos', 'corriendo', 'restaurante', 'adultos', 'bailando', 'puede', 'comer', 'paz', 'bullicio', 'piscina', 'jacuzzi', 'jacuzzi', 'funciona', 'agua', 'fria', 'cosas', 'positivas', 'habitaciones', 'limpias', 'comodas', 'personal', 'front', 'desk', 'amable', 'eficiente', 'aunque', 'gerencia', 'pesima']","['cos', 'negat', 'music', 'bailabl', 'extrem', 'alta', 'restaur', 'k', 'grit', 'comunic', 'algui', 'nin', 'corr', 'restaur', 'adult', 'bail', 'pued', 'com', 'paz', 'bullici', 'piscin', 'jacuzzi', 'jacuzzi', 'funcion', 'agu', 'fri', 'cos', 'posit', 'habit', 'limpi', 'comod', 'personal', 'front', 'desk', 'amabl', 'eficient', 'aunqu', 'gerenci', 'pesim']",5
"['tercera', 'visita', 'hotel', '2008', '2010', '2011', 'evidencian', 'detalles', 'mal', 'mantenimiento', 'suciedad', 'mismo', 'alojaron', 'habitacion', 'puerta', 'bano', 'tenia', 'cerradura', 'afortunadamente', 'cambiaron', 'alfombras', 'pasillos', 'estan', 'sucias', 'discoteca', 'turquino', 'piso', '26', 'pasajeros', 'ano', 'pasado', 'accedian', 'servicio', 'hotel', 'incluido', 'tarifa', 'ahora', 'pueden', 'hacerlo', 'deben', 'bajar', '26', 'pisos', 'comprar', 'entrada', '10', 'cuc', 'volvver', 'subir', 'cosa', 'preferi', 'hacer', 'irme', 'parte', 'mujer', 'hijos', 'enfermaron', 'bajo', 'hija', 'buffet', 'pedirle', 'desayuno', 'incluido', 'tarifa', 'solo', 'yogurt', 'subirlo', 'habitacion', 'dieron', 'pesar', 'explicar']","['tercer', 'visit', 'hotel', '2008', '2010', '2011', 'evidenci', 'detall', 'mal', 'manten', 'sucied', 'mism', 'aloj', 'habit', 'puert', 'ban', 'teni', 'cerradur', 'afortun', 'cambi', 'alfombr', 'pasill', 'estan', 'suci', 'discotec', 'turquin', 'pis', '26', 'pasajer', 'ano', 'pas', 'accedi', 'servici', 'hotel', 'inclu', 'tarif', 'ahor', 'pued', 'hac', 'deb', 'baj', '26', 'pis', 'compr', 'entrad', '10', 'cuc', 'volvv', 'sub', 'cos', 'preferi', 'hac', 'irme', 'part', 'muj', 'hij', 'enferm', 'baj', 'hij', 'buffet', 'ped', 'desayun', 'inclu', 'tarif', 'sol', 'yogurt', 'sub', 'habit', 'dieron', 'pes', 'explic']",4
"['tarjeta', 'vista', 'siguen', 'mejorando', 'primero', 'funicular', 'ahora', 'teleferico', 'buen', 'paseo', 'familiar', 'vistas', 'maravillosas', 'grutas', 'arregladas', 'seguras', 'explicacion', 'guia', 'amena', 'entretenida', 'p', 'ir', 'solo', 'pareja', 'familiar', 'aunque', 'ninos', 'gustara', 'mas', 'destino', 'visitar', 'monterrey', 'recomienda', 'ir', 'festivos', 'xq', 'lleno', 'mucha', 'fila', 'abierto', 'casi', 'ano']","['tarjet', 'vist', 'sig', 'mejor', 'primer', 'funicul', 'ahor', 'telefer', 'buen', 'pase', 'famili', 'vist', 'maravill', 'grut', 'arregl', 'segur', 'explic', 'gui', 'amen', 'entreten', 'p', 'ir', 'sol', 'parej', 'famili', 'aunqu', 'nin', 'gust', 'mas', 'destin', 'visit', 'monterrey', 'recomiend', 'ir', 'festiv', 'xq', 'llen', 'much', 'fil', 'abiert', 'casi', 'ano']",1
"['viajeros', 'occidentales', 'mejor', 'opcion', 'todas', 'comodidades', 'puedas', 'desear', 'comenzare', 'personal', 'super', 'amable', 'botones', 'saluda', 'puerta', 'mujeres', 'atendiendo', 'habitaciones', 'mantener', 'cosas', 'limpias', 'edificio', 'si', 'grande', 'bonito', 'habitaciones', 'comodas', 'espaciosas', 'estan', 'acogedor', 'despues', 'largo', 'dia', 'turismo', 'camas', 'tambien', 'espaciosas', 'ofrecen', 'buena', 'noche', 'sueno', 'cuanto', 'comida', 'solo', 'puedo', 'hablar', 'buffet', 'desayuno', 'estabamos', 'tour', 'grupo', 'quedamos', 'propiedad', 'almuerzos', 'cenas', 'buffet', 'embargo', 'enorme', 'delicioso', 'cualquier', 'hotel', 'cuatro', 'estrellas', 'varias', 'estaciones', 'orden', 'plato', 'eleccion']","['viajer', 'occidental', 'mejor', 'opcion', 'tod', 'comod', 'pued', 'des', 'comenzar', 'personal', 'sup', 'amabl', 'boton', 'salud', 'puert', 'mujer', 'atend', 'habit', 'manten', 'cos', 'limpi', 'edifici', 'si', 'grand', 'bonit', 'habit', 'comod', 'espaci', 'estan', 'acogedor', 'despu', 'larg', 'dia', 'turism', 'cam', 'tambi', 'espaci', 'ofrec', 'buen', 'noch', 'suen', 'cuant', 'com', 'sol', 'pued', 'habl', 'buffet', 'desayun', 'estab', 'tour', 'grup', 'qued', 'propied', 'almuerz', 'cen', 'buffet', 'embarg', 'enorm', 'delici', 'cualqui', 'hotel', 'cuatr', 'estrell', 'vari', 'estacion', 'orden', 'plat', 'eleccion']",5
"['auto', 'rentado', 'llegamos', 'alla', 'despues', 'casi', '3', 'horas', 'x', 'buenas', 'carreteras', 'aunque', 'llegamos', 'mas', '4', 'tarde', 'permitieron', 'ingreso', 'tour', 'rapido', '5', 'tarde', 'anochezca', 'aunque', 'pudo', 'realizar', 'recorrido', 'visto', 'ciudad', 'maya', 'impresionante']","['aut', 'rent', 'lleg', 'alla', 'despu', 'casi', '3', 'hor', 'x', 'buen', 'carreter', 'aunqu', 'lleg', 'mas', '4', 'tard', 'permit', 'ingres', 'tour', 'rap', '5', 'tard', 'anochezc', 'aunqu', 'pud', 'realiz', 'recorr', 'vist', 'ciud', 'may', 'impresion']",2
"['habia', 'africam', 'safari', 'mas', '30', 'anos', 'recuerdo', 'sirvio', 'esperaba', 'bastante', 'sencillo', 'austero', 'decir', 'quede', 'realmente', 'sorprendido', 'gran', 'senalizacion', 'encontrarlo', 'necesariamente', 'fuerza', 'mexico', 'entrada', 'organizado', 'ordenado', 'proceso', 'traves', 'visita', 'general', 'ver', 'animales', 'mejorado', 'casi', 'treinta', 'anos', 'impares', 'incluyendo', 'tamano', 'organizacion', 'parque', 'drive', 'thru', 'seccion', 'parque', 'habia', 'increible', 'cantidad', 'variedad', 'animales', 'parecia', 'saludable', 'bien', 'cuidado', 'parque', 'aventura', 'final', 'excursion', 'caminar', 'traves', 'mas', 'zoo', 'tipico', 'instalacion', 'tambien', 'bien', 'organizado', 'diversion', 'esposa', 'ninos', 'incluso', 'aprovechamos', 'vacaciones', 'probar', 'divertido', 'desafiante', 'excursion', 'extrema', 'puentes', 'tirolinas', 'yendo', 'parque', 'genial', 'poder', 'compartir', 'maravilloso', 'lugar', 'hijos', 'despues', 'haber', 'visitado', 'padres', 'vuelven', '30', 'anos', 'atras']","['habi', 'africam', 'safari', 'mas', '30', 'anos', 'recuerd', 'sirvi', 'esper', 'bastant', 'sencill', 'auster', 'dec', 'qued', 'realment', 'sorprend', 'gran', 'senaliz', 'encontr', 'necesari', 'fuerz', 'mexic', 'entrad', 'organiz', 'orden', 'proces', 'trav', 'visit', 'general', 'ver', 'animal', 'mejor', 'casi', 'treint', 'anos', 'impar', 'inclu', 'taman', 'organiz', 'parqu', 'driv', 'thru', 'seccion', 'parqu', 'habi', 'increibl', 'cantid', 'varied', 'animal', 'pareci', 'salud', 'bien', 'cuid', 'parqu', 'aventur', 'final', 'excursion', 'camin', 'trav', 'mas', 'zoo', 'tipic', 'instal', 'tambi', 'bien', 'organiz', 'diversion', 'espos', 'nin', 'inclus', 'aprovech', 'vacacion', 'prob', 'divert', 'desafi', 'excursion', 'extrem', 'puent', 'tirolin', 'yend', 'parqu', 'genial', 'pod', 'compart', 'maravill', 'lug', 'hij', 'despu', 'hab', 'visit', 'padr', 'vuelv', '30', 'anos', 'atras']",3
"['bien', 'momento', 'caro', 'igual', 'museo', 'prado', 'parece', 'aberracion', 'puerto', 'rico', 'castillo', 'espanol', 'expectacular', 'santo', 'domingo', 'colombia', 'peru', 'mexico', 'dos', 'veces', 'chiapas', 'construcciones', 'espanolas', 'mas', 'imponentes', 'si', 'habeis', 'visto', 'ninguna', 'pasad', 'sabiendo', 'entrada', '6', 'cuc', 'seguramente', 'vayais', 'habra', 'subido']","['bien', 'moment', 'car', 'igual', 'muse', 'prad', 'parec', 'aberr', 'puert', 'ric', 'castill', 'espanol', 'expectacul', 'sant', 'doming', 'colombi', 'peru', 'mexic', 'dos', 'vec', 'chiap', 'construccion', 'espanol', 'mas', 'imponent', 'si', 'habeis', 'vist', 'ningun', 'pas', 'sab', 'entrad', '6', 'cuc', 'segur', 'vayais', 'habr', 'sub']",5
"['experiencia', 'karmairi', 'increible', 'lugar', 'paz', 'tranquilidad', 'belleza', 'comodidad', 'hotel', 'increible', 'paisaje', 'mezclan', 'hacer', 'estadia', 'memorable', 'atencion', 'amabilidad', 'personal', 'maximo', 'primer', 'momento', 'super', 'pendientes', 'poder', 'atender', 'preguntas', 'solicitudes', 'mejor', 'disposicion']","['experient', 'karmairi', 'increibl', 'lug', 'paz', 'tranquil', 'bellez', 'comod', 'hotel', 'increibl', 'paisaj', 'mezcl', 'hac', 'estadi', 'memor', 'atencion', 'amabil', 'personal', 'maxim', 'prim', 'moment', 'sup', 'pendient', 'pod', 'atend', 'pregunt', 'solicitud', 'mejor', 'disposicion']",4
"['decir', 'impresiono', 'absoluto', 'complejo', 'habia', 'cosas', 'positivas', 'mencionare', 'general', 'volveria', 'aspectos', 'positivos', 'dos', 'zonas', 'piscina', 'piscina', 'solo', 'adultos', 'pequeno', 'bar', 'tranquilo', 'relajante', 'restaurantes', 'bar', 'principal', 'dos', 'piscinas', 'lado', 'animada', 'gran', 'entretenimiento', 'personal', 'agua', 'yoga', 'zumba', 'voleibol', 'etc', 'dias', 'estan', 'genial', 'amable', 'consiguen', 'involucrados', 'comida', 'buffet', 'bueno', 'horario', 'limitado', 'si', 'hacen', 'horarios', 'comida', 'sirve', 'snacks', 'gran', 'quizas', 'perro', 'caliente', 'patatas', 'fritas', 'sopa', 'asegurate', 'llegar', 'comidas', 'tambien']","['dec', 'impresion', 'absolut', 'complej', 'habi', 'cos', 'posit', 'mencionar', 'general', 'volveri', 'aspect', 'posit', 'dos', 'zon', 'piscin', 'piscin', 'sol', 'adult', 'pequen', 'bar', 'tranquil', 'relaj', 'restaur', 'bar', 'principal', 'dos', 'piscin', 'lad', 'anim', 'gran', 'entreten', 'personal', 'agu', 'yog', 'zumb', 'voleibol', 'etc', 'dias', 'estan', 'genial', 'amabl', 'consig', 'involucr', 'com', 'buffet', 'buen', 'horari', 'limit', 'si', 'hac', 'horari', 'com', 'sirv', 'snacks', 'gran', 'quiz', 'perr', 'calient', 'patat', 'frit', 'sop', 'asegurat', 'lleg', 'com', 'tambi']",5
"['monton', 'ambiente', 'excelente', 'ubicacion', 'calle', 'hotel', 'solo', 'peatonal', 'asi', 'romper', 'maletas', 'par', 'cuadras', 'calle', 'hotel', 'puedes', 'ir', 'andando', 'hotel', 'tiendas', 'restaurantes', 'etc', 'parece', 'ser', 'trabajo', 'original', 'ascensor', 'habitacion', 'tenia', 'contraventanas', 'madera', 'daba', 'calle', 'abajo', 'gran', 'vista', 'estandares', 'americanos', 'interesante', 'experiencia', 'cubana', 'solo', 'desayunamos', 'hotel', 'desayuno', 'sirve', 'patio', 'interior', 'exterior', '6ª', 'planta', 'impresionantes', 'vistas', 'manana', 'puede', 'perder']","['monton', 'ambient', 'excelent', 'ubic', 'call', 'hotel', 'sol', 'peatonal', 'asi', 'romp', 'malet', 'par', 'cuadr', 'call', 'hotel', 'pued', 'ir', 'andand', 'hotel', 'tiend', 'restaur', 'etc', 'parec', 'ser', 'trabaj', 'original', 'ascensor', 'habit', 'teni', 'contraventan', 'mader', 'dab', 'call', 'abaj', 'gran', 'vist', 'estandar', 'american', 'interes', 'experient', 'cuban', 'sol', 'desayun', 'hotel', 'desayun', 'sirv', 'pati', 'interior', 'exterior', '6ª', 'plant', 'impresion', 'vist', 'manan', 'pued', 'perd']",3
"['hotel', 'lindo', 'silencioso', 'buen', 'precio', 'habitacion', '210', 'bonita', 'estacionamiento', 'valet', 'parking', 'entregamos', 'camioneta', 'volvo', 'dia', 'sabado', 'acabada', 'salir', 'agencia', 'nueva', 'estabamos', 'estrenando', 'recibimos', 'chocada', 'parte', 'delantera', 'salida', 'rayon', 'mas', '15', 'centimetros', 'reportado', 'llegamos', 'obviamente', 'dijeron', 'tampoco', 'respondieron', 'si', 'quiera', 'vio', 'intencion', 'solo', 'propusieron', 'hablen', 'estacionamiento', 'what', 'acaso', 'dejamos', 'carro', 'estacionamiento', 'acaso', 'ustedes', 'encargados', 'estacionar', 'carros', 'deben', 'tener', 'cuidado', 'hotel', 'sale', 'mas', 'caro', 'mandar', 'pintar', 'toda', 'pieza', 'fin', 'semana', 'vacaciones']","['hotel', 'lind', 'silenci', 'buen', 'preci', 'habit', '210', 'bonit', 'estacion', 'valet', 'parking', 'entreg', 'camionet', 'volv', 'dia', 'sab', 'acab', 'sal', 'agenci', 'nuev', 'estab', 'estren', 'recib', 'choc', 'part', 'delanter', 'sal', 'rayon', 'mas', '15', 'centimetr', 'report', 'lleg', 'obvi', 'dijeron', 'tampoc', 'respond', 'si', 'quier', 'vio', 'intencion', 'sol', 'propus', 'habl', 'estacion', 'what', 'acas', 'dej', 'carr', 'estacion', 'acas', 'usted', 'encarg', 'estacion', 'carr', 'deb', 'ten', 'cuid', 'hotel', 'sal', 'mas', 'car', 'mand', 'pint', 'tod', 'piez', 'fin', 'seman', 'vacacion']",3
"['hermosa', 'plaza', 'tenia', 'ver', 'tiendas', 'restaurantes', 'musica', 'facil', 'caminar', 'zonas', 'lugar', 'centrico']","['hermos', 'plaz', 'teni', 'ver', 'tiend', 'restaur', 'music', 'facil', 'camin', 'zon', 'lug', 'centric']",3
"['vinimos', 'restaurante', 'indicacion', 'guia', 'lujo', 'realmente', 'excelente', 'ambiente', 'servicio', 'comida', 'divinos', 'vale', 'pena', 'seguramente', 'ademas', 'sorprendidos', 'presentacion', 'musical', 'buena', 'calidad', 'volveremos', 'vezes']","['vin', 'restaur', 'indic', 'gui', 'luj', 'realment', 'excelent', 'ambient', 'servici', 'com', 'divin', 'val', 'pen', 'segur', 'adem', 'sorprend', 'present', 'musical', 'buen', 'calid', 'volv', 'vez']",4
"['malisimo', 'hotel', 'pesimo', 'encima', 'cobran', '5', 'estrellas', 'desagradables', 'recepcion', 'descuidado', 'habitaciones', 'antiguas', 'sucias', 'bano', 'antiguo', 'necesita', 'reforma', 'urgente', 'precioso', 'horrible', 'dentro', 'volveria', 'regalo', 'gran', 'decepcion']","['malisim', 'hotel', 'pesim', 'encim', 'cobr', '5', 'estrell', 'desagrad', 'recepcion', 'descuid', 'habit', 'antigu', 'suci', 'ban', 'antigu', 'necesit', 'reform', 'urgent', 'precios', 'horribl', 'dentr', 'volveri', 'regal', 'gran', 'decepcion']",5
"['hotel', 'antiguo', 'mal', 'conservado', 'da', 'impresion', 'debe', 'haber', 'sido', 'lindo', 'suerte', 'piso', 'mas', 'alto', 'vistas', 'hermosas', 'sirven', 'buen', 'desayuno', 'restaurante', 'buenas', 'opciones', 'precios', 'pileta', 'internet', 'solo', 'funciona', 'loby', 'veces', 'ubicado', 'costa', 'puedes', 'caminar', 'malecon', 'alli', 'habana', 'vieja', 'nueva']","['hotel', 'antigu', 'mal', 'conserv', 'da', 'impresion', 'deb', 'hab', 'sid', 'lind', 'suert', 'pis', 'mas', 'alto', 'vist', 'herm', 'sirv', 'buen', 'desayun', 'restaur', 'buen', 'opcion', 'preci', 'pilet', 'internet', 'sol', 'funcion', 'loby', 'vec', 'ubic', 'cost', 'pued', 'camin', 'malecon', 'alli', 'haban', 'viej', 'nuev']",4
"['exposiciones', 'increibles', 'museo', 'deberia', 'duda', 'lista', 'cosas', 'hacer', 'bogota', 'embargo', 'posibilidades', 'usted', 'visitara', 'mismo', 'tiempo', 'varios', 'grupos', 'partidos', 'autobus', 'cada', 'propio', 'guia', 'ruidosa', 'ademas', 'personal', 'oficina', 'ventas', 'parecen', 'haber', 'sido', 'campo', 'ensenarles', 'ser', 'particularmente', 'desagradable', 'visitantes']","['exposicion', 'increibl', 'muse', 'deberi', 'dud', 'list', 'cos', 'hac', 'bogot', 'embarg', 'posibil', 'usted', 'visit', 'mism', 'tiemp', 'vari', 'grup', 'part', 'autobus', 'cad', 'propi', 'gui', 'ruidos', 'adem', 'personal', 'oficin', 'vent', 'parec', 'hab', 'sid', 'camp', 'ensen', 'ser', 'particular', 'desagrad', 'visit']",4
"['buenas', 'tardes', 'hotel', 'llamarlo', 'alguna', 'manera', 'respetuosa', 'habitacion', 'sucia', 'sucia', 'habia', 'tiritas', 'usadas', 'suelo', 'papel', 'agua', 'apenas', 'sale', 'hilo', 'agua', 'ves', 'deseas', 'poder', 'ducharte', 'pasillos', 'moquetas', 'podeis', 'imaginar', 'olor', 'desprenden', 'limpiarlas', 'luego', 'edificio', '25', 'plantas', 'dispone', '6', 'ascensores', 'funcionan', 'solo', 'dos', 'horas', 'puntas', 'mejor', 'utiliza', 'escaleras', 'informas', 'recepcion', 'atencion', 'cliente', 'solo', 'dicen', 'entienden', 'pueden', 'hacer']","['buen', 'tard', 'hotel', 'llam', 'algun', 'maner', 'respetu', 'habit', 'suci', 'suci', 'habi', 'tirit', 'usad', 'suel', 'papel', 'agu', 'apen', 'sal', 'hil', 'agu', 'ves', 'des', 'pod', 'duchart', 'pasill', 'moquet', 'podeis', 'imagin', 'olor', 'desprend', 'limpi', 'lueg', 'edifici', '25', 'plant', 'dispon', '6', 'ascensor', 'funcion', 'sol', 'dos', 'hor', 'punt', 'mejor', 'utiliz', 'escaler', 'inform', 'recepcion', 'atencion', 'client', 'sol', 'dic', 'entiend', 'pued', 'hac']",5
"['parecio', 'pesimo', 'area', 'restaurante', 'lobby', 'decorado', 'jaulas', 'pajaritos', 'adentro', 'dia', 'pajaritos', 'lugar', 'oscuro', 'zona', 'hotel', 'poca', 'iluminacion', 'encerrados', 'sirviendo', 'decoracion', 'hotel', 'viejo', 'pesima', 'idea', 'pesimo', 'gusto']","['pareci', 'pesim', 'are', 'restaur', 'lobby', 'decor', 'jaul', 'pajarit', 'adentr', 'dia', 'pajarit', 'lug', 'oscur', 'zon', 'hotel', 'poc', 'ilumin', 'encerr', 'sirv', 'decor', 'hotel', 'viej', 'pesim', 'ide', 'pesim', 'gust']",4
"['super', 'agotado', 'museo', 'asi', 'podria', 'haber', 'sido', 'cautivar', 'pude', 'apreciar', 'interesante', 'aprendizaje', 'acerca', 'papel', 'oro', 'historia', 'colombiana', 'aunque', 'punto', 'determinado', 'hace', 'parece', 'ser', 'mismo', 'vez']","['sup', 'agot', 'muse', 'asi', 'podri', 'hab', 'sid', 'cautiv', 'pud', 'apreci', 'interes', 'aprendizaj', 'acerc', 'papel', 'oro', 'histori', 'colombian', 'aunqu', 'punt', 'determin', 'hac', 'parec', 'ser', 'mism', 'vez']",2
"['reserve', 'pagina', 'nh', 'habitacion', 'familiar', 'dieron', 'suite', 'jr', 'fotos', 'aparece', 'jacuzzi', 'realidad', 'habia', 'cucaracha', 'muerta', 'bano', 'salia', 'agua', 'caliente', 'calentar', 'agua', 'cafetera']","['reserv', 'pagin', 'nh', 'habit', 'famili', 'dieron', 'suit', 'jr', 'fot', 'aparec', 'jacuzzi', 'realid', 'habi', 'cucarach', 'muert', 'ban', 'sali', 'agu', 'calient', 'calent', 'agu', 'cafeter']",5
"['buen', 'servicio', 'llegada', 'check', 'in', 'problemas', 'habitacion', 'espaciosa', 'limpia', 'magnifica', 'vista', 'buen', 'desayuno', 'personal', 'amable', 'servicial', 'servicio', 'limpieza', 'habitacion', 'rapido', 'experto', 'salida', 'check', 'out', 'complicaciones', 'siempre', 'requerimos', 'taxi', 'rapido', 'efectividad']","['buen', 'servici', 'lleg', 'check', 'in', 'problem', 'habit', 'espaci', 'limpi', 'magnif', 'vist', 'buen', 'desayun', 'personal', 'amabl', 'servicial', 'servici', 'limpiez', 'habit', 'rap', 'expert', 'sal', 'check', 'out', 'complic', 'siempr', 'requer', 'taxi', 'rap', 'efect']",3
"['visitamos', 'chichen', 'itza', 'tours', 'tourex', 'quedamos', 'impresionados', 'chichen', 'itza', 'increible', 'tan', 'lleno', 'historia', 'guias', 'roberto', 'alejandro', 'felizmente', 'compartido', 'ver', 'merece', 'pena', 'consciente', 'titulares', 'puestos', 'mercado', 'bastante', 'persistente', 'tratando', 'vender', 'souvenirs', 'encontramos', 'situacion', 'tener', 'ser', 'firme']","['visit', 'chich', 'itza', 'tours', 'tourex', 'qued', 'impresion', 'chich', 'itza', 'increibl', 'tan', 'llen', 'histori', 'gui', 'robert', 'alejandr', 'feliz', 'compart', 'ver', 'merec', 'pen', 'conscient', 'titular', 'puest', 'merc', 'bastant', 'persistent', 'trat', 'vend', 'souvenirs', 'encontr', 'situacion', 'ten', 'ser', 'firm']",5
"['habiamos', 'reservado', 'entrada', 'espana', 'habiamos', 'decantado', 'entrada', 'intermedia', 'garantizaba', 'buen', 'lugar', 'ver', 'espectaculo', 'cena', 'reservada', 'debido', 'malos', 'comentarios', 'habia', 'leido', 'llegar', 'alli', 'encontramos', 'mesa', 'encontraba', 'casi', 'detras', 'escenario', 'gran', 'mayoria', 'mesas', 'correspondian', 'entradas', 'mas', 'caras', 'despues', 'desagradable', 'discusion', 'negativa', 'aceptar', 'mesa', 'conseguimos', 'situacion', 'lateral', 'francamente', 'mejor', 'querian', 'dar', 'ser', 'ubicacion', 'buena', 'servicio', 'pesimo', 'toda', 'noche', 'desatendidos', 'quizas', 'centraron', 'mas', 'atender', 'grupo', 'ingleses', 'procedentes', 'lujoso', 'crucero', 'noche', 'atracando', 'habana', 'espectaculo', 'anticuado', 'repetitivo', 'aunque', 'grandes', 'musicos', 'buenas', 'bailarinas', 'mas', 'puro', 'estilo', 'mamachicho', 'television', '90', 'peor', 'experiencia', 'habana', 'deben', 'evitar', 'si', 'quieren', 'sentirse', 'estafados']","['habi', 'reserv', 'entrad', 'espan', 'habi', 'decant', 'entrad', 'intermedi', 'garantiz', 'buen', 'lug', 'ver', 'espectacul', 'cen', 'reserv', 'deb', 'mal', 'comentari', 'habi', 'leid', 'lleg', 'alli', 'encontr', 'mes', 'encontr', 'casi', 'detr', 'escenari', 'gran', 'mayori', 'mes', 'correspondi', 'entrad', 'mas', 'car', 'despu', 'desagrad', 'discusion', 'negat', 'acept', 'mes', 'consegu', 'situacion', 'lateral', 'franc', 'mejor', 'queri', 'dar', 'ser', 'ubic', 'buen', 'servici', 'pesim', 'tod', 'noch', 'desatend', 'quiz', 'centr', 'mas', 'atend', 'grup', 'ingles', 'procedent', 'lujos', 'crucer', 'noch', 'atrac', 'haban', 'espectacul', 'anticu', 'repetit', 'aunqu', 'grand', 'music', 'buen', 'bailarin', 'mas', 'pur', 'estil', 'mamachich', 'television', '90', 'peor', 'experient', 'haban', 'deb', 'evit', 'si', 'quier', 'sent', 'estaf']",4
"['excelente', 'atencion', 'buena', 'abundante', 'comida', 'mejor', 'musica', 'conjunto', 'cubano', 'volveremos']","['excelent', 'atencion', 'buen', 'abund', 'com', 'mejor', 'music', 'conjunt', 'cuban', 'volv']",4
"['excelentes', 'platos', 'buenas', 'opciones', 'presentacion', 'ambiente', '20', '10', 'servicio', 'tambien', 'espectacular', 'atendio', 'erika', 'servicios', 'recomendaciones', 'excelentes', 'mas']","['excelent', 'plat', 'buen', 'opcion', 'present', 'ambient', '20', '10', 'servici', 'tambi', 'espectacul', 'atendi', 'erik', 'servici', 'recomend', 'excelent', 'mas']",4
"['hotel', 'deteriorado', 'costo', 'habitaciones', 'comida', 'snacks', 'elevado', 'calidad', 'hotel', 'hotel', 'presenta', '4', '5', 'estrellas', 'realidad', '3', '5', 'general', 'costo', 'elevado', 'realmente', 'mejorar']","['hotel', 'deterior', 'cost', 'habit', 'com', 'snacks', 'elev', 'calid', 'hotel', 'hotel', 'present', '4', '5', 'estrell', 'realid', '3', '5', 'general', 'cost', 'elev', 'realment', 'mejor']",5
"['buena', 'ubicacion', 'precio', 'bastante', 'comodo', 'seguro', 'personal', 'mantuvo', 'actitud', 'adecuada', 'agradable', 'instalaciones', 'momento', 'mantuvieron', 'limpias', 'perfecto', 'orden', 'servicio', 'cuarto', 'rapido', 'buena', 'calidad', 'aunq', 'elevado', 'precio']","['buen', 'ubic', 'preci', 'bastant', 'comod', 'segur', 'personal', 'mantuv', 'actitud', 'adecu', 'agrad', 'instal', 'moment', 'mantuv', 'limpi', 'perfect', 'orden', 'servici', 'cuart', 'rap', 'buen', 'calid', 'aunq', 'elev', 'preci']",5
"['ciudad', 'amurallada', 'especial', 'encuentra', 'mucha', 'gente', 'paises', 'embargo', 'zonas', 'malos', 'olores', 'sucias', 'toca', 'tomar', 'cartas', 'asunto']","['ciud', 'amurall', 'especial', 'encuentr', 'much', 'gent', 'pais', 'embarg', 'zon', 'mal', 'olor', 'suci', 'toc', 'tom', 'cart', 'asunt']",4
"['enorme', 'plaza', 'practicamente', 'inalterada', 'ninguna', 'molestia', 'caida', 'vale', 'pena', 'visita', 'monumentos', 'conmemorativos', 'espanol', 'doent', 'disminuyen', 'gran', 'espectaculo']","['enorm', 'plaz', 'practic', 'inalter', 'ningun', 'molesti', 'caid', 'val', 'pen', 'visit', 'monument', 'conmemor', 'espanol', 'doent', 'disminu', 'gran', 'espectacul']",3
